,pointA_latitude,pointA_longitude,pointB_latitude,pointB_longitude,path_segment_ID,sub_segment_length
113,-35.42151769238699,149.10300181550872,-35.42151881131588,149.10301167086632,r3dn2ztqxy82dfwb2r3dn2ztqxyr9yhgvd,0.901657693253259
114,-35.42151881131588,149.10301167086632,-35.42151991725785,149.1030383166484,r3dn2ztqxyr9yhgvdr3dn2ztw8w5e3cv1y,2.417607289286448
115,-35.42151991725785,149.1030383166484,-35.421521079542245,149.10305037408185,r3dn2ztw8w5e3cv1yr3dn2ztw8vus3egwk,1.1001881187186182
116,-35.421521079542245,149.10305037408185,-35.42151707975891,149.10309474024268,r3dn2ztw8vus3egwkr3dn2ztw9ytshprqt,4.044716784758361
117,-35.42151707975891,149.10309474024268,-35.421479173880805,149.103338625446,r3dn2ztw9ytshprqtr3dn2ztwzteqre1ys,22.497749842856127
118,-35.421479173880805,149.103338625446,-35.421476317205844,149.10336152316913,r3dn2ztwzteqre1ysr3dn2ztybnhx3ut2q,2.0990267060720265
119,-35.421476317205844,149.10336152316913,-35.421474053981626,149.10337456752575,r3dn2ztybnhx3ut2qr3dn2ztybqwkcht3n,1.2084937527944888
120,-35.421474053981626,149.10337456752575,-35.42147179353408,149.1033840335967,r3dn2ztybqwkcht3nr3dn2ztybxj67h12c,0.8938263552284439
121,-35.42147179353408,149.1033840335967,-35.42146614382269,149.1034058821042,r3dn2ztybxj67h12cr3dn2ztz10jsh67xw,2.0770616492758656
122,-35.42146614382269,149.1034058821042,-35.42145484922072,149.10344335840048,r3dn2ztz10jsh67xwr3dn2ztz441x6w6xr,3.620670892452768
299,-35.42535057221517,149.10329341542987,-35.42522171159562,149.1030974965753,r3dn2zj8qs1b8ccv1r3dn2zj91up9npb10,22.813340147216067
342,-35.423212735699,149.10283675279985,-35.42233573601802,149.10284157366922,r3dn2zmkgft322j1mr3dn2zt3un0bg2q0k,97.51889357997628
343,-35.42233573601802,149.10284157366922,-35.422319378665634,149.102841389592,r3dn2zt3un0bg2q0kr3dn2zt6h10dr49te,1.8189310778111376
344,-35.422319378665634,149.102841389592,-35.42230022840838,149.1028399911583,r3dn2zt6h10dr49ter3dn2zt65uxstdjyf,2.1331784111417225
345,-35.42230022840838,149.1028399911583,-35.422272651145576,149.10283913348783,r3dn2zt65uxstdjyfr3dn2zt67cz114qgy,3.067436374417701
346,-35.422272651145576,149.10283913348783,-35.42226192683149,149.10283857057,r3dn2zt67cz114qgyr3dn2zt67gy95c90h,1.193579724550187
347,-35.42226192683149,149.10283857057,-35.42225007647901,149.10283734573616,r3dn2zt67gy95c90hr3dn2zt67vvxwx9fv,1.3223648239873058
348,-35.42225007647901,149.10283734573616,-35.42224448943715,149.10283651350605,r3dn2zt67vvxwx9fvr3dn2zt67zj14dn6y,0.6258108746202639
349,-35.42224448943715,149.10283651350605,-35.422234352372584,149.10283407953037,r3dn2zt67zj14dn6yr3dn2zt6ebgm895gz,1.148564294006024
350,-35.422234352372584,149.10283407953037,-35.422229261691676,149.10283236705712,r3dn2zt6ebgm895gzr3dn2zt6eccgzub7y,0.5869412492518169
351,-35.422229261691676,149.10283236705712,-35.42222137827573,149.102829220025,r3dn2zt6eccgzub7yr3dn2zt6eerduttwb,0.9218122502173794
384,-35.42446318266113,149.08427016417903,-35.423285730887144,149.08460797268128,r3dn2rpve33n037jxr3dn2x2h7huvuf0vd,134.45711959216854
385,-35.423285730887144,149.08460797268128,-35.42304063960692,149.08467969717356,r3dn2x2h7huvuf0vdr3dn2x2jufd7u5n09,28.0171243777364
386,-35.458639159876924,149.09105926587432,-35.45848991310251,149.09106286062388,r3dn28uy3qx66su14r3dn28uz3d6h8qhgg,16.598677620926416
387,-35.45848991310251,149.09106286062388,-35.458296686306014,149.09106685136697,r3dn28uz3d6h8qhggr3dn29hb3wkvrdevz,21.488879549929525
388,-35.458296686306014,149.09106685136697,-35.458256717818216,149.09106521382154,r3dn29hb3wkvrdevzr3dn29hb9tggb81tk,4.446767218302168
389,-35.458256717818216,149.09106521382154,-35.45822684094554,149.09106678084555,r3dn29hb9tggb81tkr3dn29hbcekvvzq1h,3.3251870402025565
390,-35.45822684094554,149.09106678084555,-35.458069169889825,149.09106777823243,r3dn29hbcekvvzq1hr3dn29hcc8vdt8xwv,17.5324542043729
394,-35.45780781595554,149.09106321848253,-35.45773571926789,149.09106055715984,r3dn29hg39d38cyhdr3dn29hg9wbr9knpc,8.020408866603937
395,-35.45773571926789,149.09106055715984,-35.45766362336331,149.09105673926533,r3dn29hg9wbr9knpcr3dn29hu1kmmwq6yk,8.024153337603332
396,-35.45766362336331,149.09105673926533,-35.45760162138927,149.09105271126708,r3dn29hu1kmmwq6ykr3dn29hu3rfrw1z71,6.903951107129596
401,-35.457376911676825,149.09103458507883,-35.457322841461185,149.09102918824482,r3dn29hvbcuuj8p53r3dn29hy0gbyscqmc,6.032171392971122
402,-35.457322841461185,149.09102918824482,-35.457269312207046,149.09102346151485,r3dn29hy0gbyscqmcr3dn29hy2tutu73xv,5.974738859187655
403,-35.457269312207046,149.09102346151485,-35.45721979342835,149.09101773883927,r3dn29hy2tutu73xvr3dn29hy8x0m7b005,5.530579086416799
410,-35.456840187094805,149.09096261169742,-35.45674664971436,149.0909472066709,r3dn29k8zjzm8q5f9r3dn29k9qz7g8v1q3,10.494055711230766
411,-35.45674664971436,149.0909472066709,-35.456725293230946,149.09094321977798,r3dn29k9qz7g8v1q3r3dn29k9wg2g19vh5,2.4020314864884336
412,-35.456725293230946,149.09094321977798,-35.45670727130091,149.09093923624852,r3dn29k9wg2g19vh5r3dn29k9wwtydd53r,2.03616914252212
413,-35.45670727130091,149.09093923624852,-35.456689790556375,149.09093459237295,r3dn29k9wwtydd53rr3dn29k9y9fqgfcst,1.9887583603631886
414,-35.456689790556375,149.09093459237295,-35.45667176933409,149.0909295624335,r3dn29k9y9fqgfcstr3dn29k9ymqd7fcj3,2.055004880885606
415,-35.45667176933409,149.0909295624335,-35.45665879440719,149.09092541877322,r3dn29k9ymqd7fcj3r3dn29k9yrex8ztjm,1.4907626153911953
416,-35.45665879440719,149.09092541877322,-35.45661095068313,149.09090818733964,r3dn29k9yrex8ztjmr3dn29kdmbwtju2jg,5.544190346869867
417,-35.45661095068313,149.09090818733964,-35.45659405741366,149.09090106572074,r3dn29kdmbwtju2jgr3dn29kdmgc3gv4ku,1.986109444840185
436,-35.45644494756833,149.09070264804515,-35.45643708338891,149.09067064198243,r3dn29ke1pt7mkke5r3dn29ke23jd39w2s,3.027953563883909
437,-35.45643708338891,149.09067064198243,-35.45642243614731,149.09060712662938,r3dn29ke23jd39w2sr3dn29k7qgy1wjmrb,5.978984547343828
662,-35.286415756014634,149.1305246103874,-35.28591876535511,149.1306947907153,r3dp38399p6g42ttjr3dp383st5cxxjfvf,57.380988675987375
671,-35.28576886249964,149.1307627703968,-35.285733371774135,149.130788767678,r3dp383tqxumvhs8nr3dp383txnxc97nzt,4.598049937221325
672,-35.285733371774135,149.130788767678,-35.28571754340771,149.13079995554708,r3dp383txnxc97nztr3dp383tz980h2tms,2.031975380524054
673,-35.28571754340771,149.13079995554708,-35.285596937687764,149.13090655937202,r3dp383tz980h2tmsr3dp383y3zzxknf9r,16.537049310086616
743,-35.442130373629446,149.0934508018327,-35.44211275470511,149.0936452166857,r3dn2eyw9hn94usszr3dn2eywtxrd1zfhk,17.720806701147104
744,-35.44211275470511,149.0936452166857,-35.4420724124552,149.0941149857421,r3dn2eywtxrd1zfhkr3dn2eznbwvffuwny,42.792492718077916
745,-35.4420724124552,149.0941149857421,-35.4420723986344,149.09413475391375,r3dn2eznbwvffuwnyr3dn2ezncnudfxk5j,1.790814200191874
746,-35.4420723986344,149.09413475391375,-35.44207123958831,149.09418122720982,r3dn2ezncnudfxk5jr3dn2eznfpp1zs8g5,4.212023092180277
750,-35.442073448852646,149.09424383795783,-35.44207515213451,149.09425677992104,r3dn2ezngwtutqzk0r3dn2ezngyrdd39pg,1.187621433274612
751,-35.44207515213451,149.09425677992104,-35.44207797971926,149.09427291680964,r3dn2ezngyrdd39pgr3dn2eznumg9emfrt,1.4952823166843712
752,-35.44207797971926,149.09427291680964,-35.442081303057044,149.09428894409007,r3dn2eznumg9emfrtr3dn2eznutptcg853,1.4982121714520336
753,-35.442081303057044,149.09428894409007,-35.44209253254498,149.0943402210074,r3dn2eznutptcg853r3dn2eznvgjfck092,4.810110929033529
754,-35.44209253254498,149.0943402210074,-35.4420942381326,149.09434985910207,r3dn2eznvgjfck092r3dn2ezny4ubxnrwv,0.8934820669674938
755,-35.4420942381326,149.09434985910207,-35.44209813556211,149.09438257156594,r3dn2ezny4ubxnrwvr3dn2eznyfj37y3rb,2.9949665421637017
756,-35.44209813556211,149.09438257156594,-35.44209983620277,149.09439925792623,r3dn2eznyfj37y3rbr3dn2eznz39z3cy5s,1.5234117428998757
757,-35.44209983620277,149.09439925792623,-35.44210094404722,149.094425910358,r3dn2eznz39z3cy5sr3dn2eznzct8tyks7,2.4176034775399775
758,-35.44210094404722,149.094425910358,-35.442101477870786,149.09443576748296,r3dn2eznzct8tyks7r3dn2ezqb1mj907p8,0.8949347561861677
759,-35.442101477870786,149.09443576748296,-35.44210093013688,149.09444573360102,r3dn2ezqb1mj907p8r3dn2ezqb3s2ych9k,0.9048898034113861
769,-35.44202361409748,149.09468826679097,-35.44200723261144,149.09472249967666,r3dn2ezrnpcmczwy9r3dn2ezrqffzdy9r1,3.596574760621104
770,-35.44200723261144,149.09472249967666,-35.442001591919066,149.09473383702618,r3dn2ezrqffzdy9r1r3dn2ezrrh53373yv,1.2034335869547133
771,-35.442001591919066,149.09473383702618,-35.44199428223852,149.09474759545395,r3dn2ezrrh53373yvr3dn2ezrrmmscwg1m,1.4879934781424087
772,-35.44199428223852,149.09474759545395,-35.441988056091525,149.09475843660186,r3dn2ezrrmmscwg1mr3dn2ezrrwtdh72cj,1.2015984995815583
773,-35.441988056091525,149.09475843660186,-35.441976237218135,149.09477648530242,r3dn2ezrrwtdh72cjr3dn2ezx80g0dgq52,2.097736329200142
774,-35.441976237218135,149.09477648530242,-35.44195648093503,149.0948038315265,r3dn2ezx80g0dgq52r3dn2ezx8srqrqw4w,3.3110465538061025
775,-35.44195648093503,149.0948038315265,-35.441927165521506,149.09483975770945,r3dn2ezx8srqrqw4wr3dn2ezxc9fm2dt8u,4.606314548022456
776,-35.441927165521506,149.09483975770945,-35.4417681964179,149.09501926500178,r3dn2ezxc9fm2dt8ur3dn2sp8tz81egsrk,24.0188484539958
943,-35.444494737747334,149.1165960464955,-35.44446478690177,149.11668069868273,r3dn35x2ue2cjvq24r3dn35x3n8b5cf6rx,8.360440698123071
999,-35.46019046755891,149.09097215547993,-35.46024456447264,149.09093833765687,r3dn28strmqkkpduqr3dn28stnem1v1jr5,6.750197448510483
1000,-35.46024456447264,149.09093833765687,-35.46032012122932,149.09088900967862,r3dn28stnem1v1jr5r3dn28sstt0rh4mh2,9.515542425711237
1057,-35.421695116055666,149.10304110714424,-35.4216305987662,149.1034332685563,r3dn2ztt8tmwhqxfhr3dn2zty1c6p1f4ek,36.25212853398137
1058,-35.4216305987662,149.1034332685563,-35.4215321455215,149.1040024324821,r3dn2zty1c6p1f4ekr3dn2zwnx5f6qeedg,52.72320748977521
1059,-35.4215321455215,149.1040024324821,-35.42152761919133,149.1040281908729,r3dn2zwnx5f6qeedgr3dn2zwnxsttm5x7t,2.3877156894670297
1060,-35.42152761919133,149.1040281908729,-35.42152309552432,149.10405053612533,r3dn2zwnxsttm5x7tr3dn2zwq8jw267j5g,2.086334485151954
1061,-35.42152309552432,149.10405053612533,-35.42151518475932,149.10408240116152,r3dn2zwq8jw267j5gr3dn2zwq8yypd9ptv,3.01843062162549
1062,-35.42151518475932,149.10408240116152,-35.421510078119454,149.10410111238335,r3dn2zwq8yypd9ptvr3dn2zwq9rujcpyx7,1.7880553730363309
1063,-35.421510078119454,149.10410111238335,-35.421505605014346,149.104116411208,r3dn2zwq9rujcpyx7r3dn2zwqc8z2wmb4b,1.4728144196024173
1064,-35.421505605014346,149.104116411208,-35.4214954430308,149.10414585136323,r3dn2zwqc8z2wmb4br3dn2zwqf6tmk9xh3,2.8971308185896096
1065,-35.4214954430308,149.10414585136323,-35.4213988762172,149.10443200087101,r3dn2zwqf6tmk9xh3r3dn2zwx3hdv2e02v,28.064556393319783
1068,-35.421366723498934,149.10451932820453,-35.42134301660771,149.10458211290214,r3dn2zwxe4evhhx4qr3dn2zwxsx4dw3fmt,6.270221550453339
1069,-35.42134301660771,149.10458211290214,-35.421329427550596,149.1046144115239,r3dn2zwxsx4dw3fmtr3dn2zwxv3dg95bhc,3.2937601106109957
1070,-35.421329427550596,149.1046144115239,-35.42132039918287,149.10463471450814,r3dn2zwxv3dg95bhcr3dn2zwxvg3cmrq3g,2.09582041697339
1071,-35.42132039918287,149.10463471450814,-35.42130970122395,149.1046579331938,r3dn2zwxvg3cmrq3gr3dn2zwxym71r3qvp,2.416943413692977
1072,-35.42130970122395,149.1046579331938,-35.4212995440038,149.1046811525112,r3dn2zwxym71r3qvpr3dn2zwxyzhtcs21e,2.3879745861601513
1073,-35.4212995440038,149.1046811525112,-35.42128884629589,149.10470404088218,r3dn2zwxyzhtcs21er3dn2zy8p3jtewke2,2.3909204001993323
1074,-35.42128884629589,149.10470404088218,-35.42127526006725,149.10473270613508,r3dn2zy8p3jtewke2r3dn2zyb05dyxxgc7,3.0048564920398197
1082,-35.42115008118677,149.10495710881503,-35.42110099471071,149.1050318641372,r3dn2zybv7436nf7yr3dn2zycph4n3bcge,8.699272682993225
1083,-35.42110099471071,149.1050318641372,-35.42108349071129,149.10505711150705,r3dn2zycph4n3bcger3dn2zycpxkysnpkz,3.003699740219985
1084,-35.42108349071129,149.10505711150705,-35.421047401862474,149.10510677917847,r3dn2zycpxkysnpkzr3dn2zz12y1vvr54p,6.029825230645375
1085,-35.421047401862474,149.10510677917847,-35.42103332673429,149.10512674575227,r3dn2zz12y1vvr54pr3dn2zz192bccvbdw,2.3922591686660084
1086,-35.42103332673429,149.10512674575227,-35.42101807772784,149.1051495735417,r3dn2zz192bccvbdwr3dn2zz19g9ufkwve,2.6746785281852783
1104,-35.420932819714864,149.10543490783343,-35.42093339761436,149.1054448726099,r3dn2zz607w96z3g2r3dn2zz60eqn0943k,0.9052372493616251
1105,-35.42093339761436,149.1054448726099,-35.420934516387454,149.10545467287918,r3dn2zz60eqn0943kr3dn2zz60gjr67mr7,0.8967179188587597
1106,-35.420934516387454,149.10545467287918,-35.42093841615456,149.10548066122152,r3dn2zz60gjr67mr7r3dn2zz61d88ne0f0,2.394513294813122
1107,-35.42093841615456,149.10548066122152,-35.42094065885127,149.1054937658425,r3dn2zz61d88ne0f0r3dn2zz61f46xnyyc,1.2133719106196648
1108,-35.42094065885127,149.1054937658425,-35.4209429017214,149.10550665026352,r3dn2zz61f46xnyycr3dn2zz641sj6dudq,1.1938555930503103
1109,-35.4209429017214,149.10550665026352,-35.4209456853335,149.10551953532885,r3dn2zz641sj6dudqr3dn2zz643jswp7p4,1.2079047958971108
1110,-35.4209456853335,149.10551953532885,-35.420952467127236,149.10554794931917,r3dn2zz643jswp7p4r3dn2zz3gpfuk0ft4,2.6828812262129573
1111,-35.420952467127236,149.10554794931917,-35.42095525357757,149.1055572561258,r3dn2zz3gpfuk0ft4r3dn2zz3gr3gdjhb3,0.8984479542056591
1112,-35.42095525357757,149.1055572561258,-35.42096424698479,149.10558115863728,r3dn2zz3gr3gdjhb3r3dn2zz3gvewh2r91,2.3856292965498227
1113,-35.42096424698479,149.10558115863728,-35.42097157838929,149.1055983980948,r3dn2zz3gvewh2r91r3dn2zz3uk26rbf9z,1.7620646268355507
1114,-35.406080740436636,149.10570566275425,-35.40601824594905,149.10564075115906,r3dn8fx2wu0mx68tsr3dn8fx2vrb46kj6u,9.104916493521877
1144,-35.40556239312426,149.10513593467638,-35.40554212199883,149.10512732447225,r3dn8fx59kz9th8vkr3dn8fx5c294xd4t6,2.38530590540484
1145,-35.40554212199883,149.10512732447225,-35.40553536473889,149.10512472960323,r3dn8fx5c294xd4t6r3dn8fx5c1z6csj38,0.7873182371712857
1146,-35.40553536473889,149.10512472960323,-35.405505541022556,149.10511539257442,r3dn8fx5c1z6csj38r3dn8fx5cp2kfc5bx,3.4225131734444525
1147,-35.405505541022556,149.10511539257442,-35.405494819129274,149.10511174725863,r3dn8fx5cp2kfc5bxr3dn8fxh0cmsezsw5,1.237150367530614
1148,-35.405494819129274,149.10511174725863,-35.40547792682834,149.10510418682236,r3dn8fxh0cmsezsw5r3dn8fxh0sxcx2pz4,1.9994189809743659
1149,-35.40547792682834,149.10510418682236,-35.40545990910857,149.1050951940267,r3dn8fxh0sxcx2pz4r3dn8fxh0xckbzt6s,2.162916846888144
1150,-35.40545990910857,149.1050951940267,-35.4054413514278,149.10508520988296,r3dn8fxh0xckbzt6sr3dn8fxh273gdwjbp,2.2532036594408074
1151,-35.4054413514278,149.10508520988296,-35.40543346935845,149.10508041210522,r3dn8fxh273gdwjbpr3dn8fxh2hy68nwej,0.9783847321355136
1152,-35.40543346935845,149.10508041210522,-35.40541937268969,149.1050705983685,r3dn8fxh2hy68nwejr3dn8fwurzqyy13rh,1.8022452616800235
1153,-35.40541937268969,149.1050705983685,-35.40540419631693,149.1050585267346,r3dn8fwurzqyy13rhr3dn8fwuxdmcq42n6,2.011163683101517
1154,-35.40540419631693,149.1050585267346,-35.40539685638528,149.1050519683374,r3dn8fwuxdmcq42n6r3dn8fwuxe9j1e83t,1.0096704781304817
1162,-35.40527697621413,149.10489997249962,-35.40516111223775,149.10474055153492,r3dn8fwv7fp8nz0j3r3dn8fwvbr8g6u4hw,19.358419373412488
1163,-35.41142791577939,149.12785425493246,-35.41143073985015,149.12786939611783,r3dn93x96z7smq06yr3dn93x97nygwe182,1.407646854479613
1164,-35.41143073985015,149.12786939611783,-35.41143410380021,149.1278854187972,r3dn93x97nygwe182r3dn93x97w4zsbgs5,1.499463726073155
1165,-35.41143410380021,149.1278854187972,-35.411458254051716,149.127980404808,r3dn93x97w4zsbgs5r3dn93x9mc9xrqfht,9.017269058137574
1166,-35.411458254051716,149.127980404808,-35.411463282636234,149.12799912708957,r3dn93x9mc9xrqfhtr3dn93x9q0z9qp181,1.7864708341944748
1167,-35.411463282636234,149.12799912708957,-35.41147226446751,149.12803029508441,r3dn93x9q0z9qp181r3dn93x9nzngvsrze,2.995974665713614
1195,-35.41178842536967,149.1284375901118,-35.41179630803092,149.12844084933317,r3dn992p2kntujmfur3dn992p2d9ncuwkq,0.9249402437808909
1196,-35.41179630803092,149.12844084933317,-35.41180644325279,149.1284446623173,r3dn992p2d9ncuwkqr3dn992p28gfkvvye,1.17877106206382
1197,-35.41180644325279,149.1284446623173,-35.41181941673354,149.12844914001647,r3dn992p28gfkvvyer3dn992p0wrjpc2z3,1.4985720383821977
1198,-35.41181941673354,149.12844914001647,-35.41184811193775,149.128458649913,r3dn992p0wrjpc2z3r3dn992p0cn3feyjd,3.3051038232078356
1199,-35.41184811193775,149.128458649913,-35.411863337653095,149.12846401164376,r3dn992p0cn3feyjdr3dn992ncn4r49s0c,1.7613712411826277
1200,-35.411863337653095,149.12846401164376,-35.41222819998417,149.12856120761455,r3dn992ncn4r49s0cr3dn992hg64y9ccux,41.51601993047741
1205,-35.40462934230392,149.1102808142478,-35.404563029304995,149.11015067430066,r3dn94fc16ezw8k75r3dn94f9qr4gj6sj3,13.910144519384119
1206,-35.404563029304995,149.11015067430066,-35.404550613369246,149.11012523080583,r3dn94f9qr4gj6sj3r3dn94f9t9rvnk8wv,2.6877034885115156
1207,-35.404550613369246,149.11012523080583,-35.40453716361469,149.11009664880876,r3dn94f9t9rvnk8wvr3dn94f9t5ftkk0gh,2.991186095977349
1208,-35.40453716361469,149.11009664880876,-35.40451350438369,149.110044497425,r3dn94f9t5ftkk0ghr3dn94f9gb7dxbkep,5.409447533518693
1209,-35.40451350438369,149.110044497425,-35.40448206198931,149.10997720067311,r3dn94f9gb7dxbkepr3dn94f9fq1w44k3c,7.030306722266031
1234,-35.42239429762258,149.1351866607866,-35.42240443295942,149.13519014481176,r3dn3xsctep57m94cr3dn3xsctc1wyqvk1,1.1703800812386886
1235,-35.42240443295942,149.13519014481176,-35.42241173088081,149.13519219308264,r3dn3xsctc1wyqvk1r3dn3xscmzg5rmc1r,0.8324459453386444
1236,-35.42241173088081,149.13519219308264,-35.42241902914589,149.1351939110469,r3dn3xscmzg5rmc1rr3dn3xscmykxbk8uz,0.8263256432659386
1237,-35.42241902914589,149.1351939110469,-35.422425787354676,149.13519496755455,r3dn3xscmykxbk8uzr3dn3xscmvjr96xdv,0.7575518611795206
1238,-35.422425787354676,149.13519496755455,-35.42243313188483,149.13519552951485,r3dn3xscmvjr96xdvr3dn3xscmgveybsg8,0.818260444941631
1250,-35.42255996895264,149.13507769710515,-35.42291925088864,149.1346414221397,r3dn3xsbehjz5m1b7r3dn3xkw910xcqs5r,56.20324871705527
1268,-35.44029561822773,149.11961104935403,-35.44029506841603,149.1196210150766,r3dn3k396f11fsquzr3dn3k39740t0t273,0.9048898446324234
1269,-35.44029506841603,149.1196210150766,-35.44029447680023,149.11962740162315,r3dn3k39740t0t273r3dn3k3974m28yk9r,0.5823027223879605
1270,-35.44029447680023,149.11962740162315,-35.4402950596438,149.11963065115447,r3dn3k3974m28yk9rr3dn3k3974ptnrjcj,0.3014335262364271
1271,-35.4402950596438,149.11963065115447,-35.44029617410259,149.11964392294223,r3dn3k3974ptnrjcjr3dn3k3979cwe4796,1.2086971423821442
1272,-35.44029617410259,149.11964392294223,-35.44029953587483,149.11966353007475,r3dn3k3979cwe4796r3dn3k39k124wbwd7,1.8151719944783604
1273,-35.44029953587483,149.11966353007475,-35.440505095877505,149.12031735848728,r3dn3k39k124wbwd7r3dn3k6055p8rcv0h,63.4892675926118
